,level_0,level_1,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
20720,PFMT,Gross Margin,0.5205,0.4474,0.4421,0.3776,0.3824,0.2342,0.3545,-0.0106,-0.0632,-0.0539,
20721,PFMT,Operating Margin,0.1396,0.0421,-0.0561,-0.0537,-0.0115,-0.8485,0.0837,-0.0106,-0.0632,-0.0539,
20722,PFMT,Net Profit Margin,0.0481,-0.0113,-0.081,-0.0964,-0.0515,-0.1783,-0.0897,-0.0827,-0.0599,-0.0661,
20723,PFMT,Interest Coverage Ratio,3.9051,2.2585,0.6906,0.5453,1.8095,-15.3535,2.7761,0.5021,-1.1897,0.2964,
20724,PFMT,Income Before Tax Profit Margin,0.0875,-0.0137,-0.1119,-0.1064,-0.0415,-0.1808,-0.1358,-0.0822,-0.0587,-0.0691,
20725,PFMT,Effective Tax Rate,0.4503,0.177,0.2762,0.0943,-0.2384,0.0139,0.3392,-0.0061,-0.0206,0.0433,
20726,PFMT,Return on Assets,,-0.0071,-0.0533,-0.0728,-0.053,-0.1939,-0.1055,-0.0829,-0.0543,-0.069,
20727,PFMT,Return on Equity,,-0.0194,-0.1272,-0.1528,-0.1017,-0.4099,-0.2926,-0.1654,-0.0783,-0.091,
20728,PFMT,Return on Invested Capital,,-0.0092,-0.0698,-0.0976,-0.0663,-0.22,-0.1211,-0.0964,-0.0618,-0.0782,
20729,PFMT,Return on Capital Employed,0.1317,0.0353,-0.0593,-0.0584,-0.0143,-0.1642,-0.2845,0.0104,-0.0516,-0.0679,
20730,PFMT,Return on Tangible Assets,,-0.0041,-0.0322,-0.0469,-0.0354,-0.1264,-0.0641,-0.0552,-0.0415,-0.0556,
20731,PFMT,Income Quality Ratio,2.9645,-9.3036,-1.5528,-0.2336,1.5167,0.5751,-1.4875,-0.089,0.4401,-0.5134,
20732,PFMT,Net Income per EBT,0.5497,0.823,0.7238,0.9057,1.2384,0.9861,0.6608,1.0061,1.0206,0.9567,
20733,PFMT,Free Cash Flow to Operating Cash Flow Ratio,0.6359,0.5272,0.5577,-1.4408,1.6293,1.3149,0.8178,-2.7293,2.2461,-0.0733,
20734,PFMT,EBT to EBIT Ratio,0.627,-0.3251,1.9963,1.9845,3.6563,1.387,1.5183,-9.4075,1.1866,1.3354,
20735,PFMT,EBIT to Revenue,0.1396,0.0421,-0.0561,-0.0536,-0.0114,-0.1303,-0.0894,0.0087,-0.0494,-0.0517,
20736,PFS,Gross Margin,0.901,0.9055,0.9121,0.9138,0.9135,0.9065,0.906,0.9147,0.9148,0.9319,
20737,PFS,Operating Margin,0.8806,0.848,0.8633,0.872,0.5651,0.4066,0.3313,0.5016,0.5714,0.8102,
20738,PFS,Net Profit Margin,0.2629,0.2744,0.2797,0.2814,0.3294,0.3113,0.2518,0.3708,0.3476,0.1846,
20739,PFS,Interest Coverage Ratio,6.162,6.2714,6.4878,6.6343,3.6042,2.2581,2.9088,6.8801,6.4251,10.2931,
20740,PFS,Income Before Tax Profit Margin,0.3764,0.3938,0.3974,0.4207,0.4005,0.4066,0.3313,0.5016,0.4751,0.2527,
20741,PFS,Effective Tax Rate,0.3015,0.3033,0.2964,0.3312,0.1774,0.2342,0.2399,0.2606,0.2685,0.2695,
20742,PFS,Return on Assets,,0.0096,0.0095,0.0097,0.0121,0.0115,0.0085,0.0126,0.0127,0.0092,
20743,PFS,Return on Equity,,0.0716,0.0717,0.0737,0.0891,0.0812,0.0639,0.1013,0.1066,0.0781,
20744,PFS,Return on Invested Capital,,0.045,0.0462,0.0521,0.0589,0.0695,0.0607,0.0929,0.0938,0.0607,
20745,PFS,Return on Capital Employed,0.0171,0.0182,0.0409,0.048,0.055,0.0618,0.0384,0.0619,0.0732,0.0376,
20746,PFS,Return on Tangible Assets,,0.005,0.005,0.0051,0.0063,0.0075,0.0076,0.0118,0.0087,0.0048,
20747,PFS,Income Quality Ratio,1.3092,1.372,1.45,1.2477,1.3153,1.2157,1.1027,0.942,1.1404,1.3505,
20748,PFS,Net Income per EBT,0.6985,0.6967,0.7036,0.6688,0.8226,0.7658,0.7601,0.7394,0.7315,0.7305,
20749,PFS,Free Cash Flow to Operating Cash Flow Ratio,0.8295,0.9486,0.9608,0.9724,0.9797,0.9643,0.88,0.9127,0.953,0.9568,
20750,PFS,EBT to EBIT Ratio,0.7226,0.7415,0.7404,0.7548,0.7087,0.6668,0.7154,0.8621,0.8316,0.7554,
20751,PFS,EBIT to Revenue,0.5209,0.5312,0.5368,0.5574,0.5651,0.6097,0.4631,0.5817,0.5714,0.3345,
20752,PFSI,Gross Margin,0.4853,0.4522,0.4636,0.4169,0.369,0.4094,0.7274,0.5393,0.3371,0.9362,
20753,PFSI,Operating Margin,0.4015,0.3571,0.3691,0.3054,0.2371,-0.0471,0.4038,0.3311,0.3127,0.3415,
20754,PFSI,Net Profit Margin,0.0663,0.0604,0.0637,0.0916,0.0777,0.2327,0.3019,0.2525,0.2417,0.0502,
20755,PFSI,Interest Coverage Ratio,7.1369,6.3432,9.4973,9.5196,8.9415,18.8879,-163.3565,-48.7381,-47.5825,4.611,
20756,PFSI,Income Before Tax Profit Margin,0.4015,0.3571,0.3691,0.3054,0.2371,0.3135,0.4108,0.3419,0.3382,0.0637,
20757,PFSI,Effective Tax Rate,0.1198,0.1133,0.1203,0.0726,0.0869,0.2578,0.265,0.2617,0.2852,0.2122,
20758,PFSI,Return on Assets,,0.0157,0.0153,0.0161,0.0118,0.0444,0.0788,0.0398,0.0267,0.0081,
20759,PFSI,Return on Equity,,0.0505,0.0537,0.0646,0.0518,0.0811,0.1419,0.0687,0.0409,0.0141,
20760,PFSI,Return on Invested Capital,,0.0201,0.0187,0.0181,0.0147,0.0371,0.0586,0.0301,0.0216,0.0081,
20761,PFSI,Return on Capital Employed,0.0499,0.0939,0.0814,0.0612,0.0553,0.1192,0.107,0.1246,0.0499,0.0615,
20762,PFSI,Return on Tangible Assets,,0.0077,0.0074,0.0079,0.0056,0.021,0.0393,0.02,0.0128,0.0037,
20763,PFSI,Income Quality Ratio,-2.9492,0.2147,-2.7851,-2.8363,2.3416,-5.7133,-3.764,2.5541,12.688,-10.9378,
20764,PFSI,Net Income per EBT,0.5796,0.5989,0.589,0.8051,0.7904,0.7422,0.735,0.7383,0.7148,0.7878,
20765,PFSI,Free Cash Flow to Operating Cash Flow Ratio,1.2422,-6.4275,1.0325,1.229,0.5483,1.1171,1.0136,0.9778,0.9862,1.0229,
20766,PFSI,EBT to EBIT Ratio,0.6305,0.535,0.5137,0.4641,0.4342,0.8734,1.0111,1.0714,1.0817,0.2236,
20767,PFSI,EBIT to Revenue,0.1815,0.1885,0.2104,0.2452,0.2264,0.3589,0.4063,0.3192,0.3127,0.285,
20768,PGEN,Gross Margin,0.7322,0.6318,0.6772,0.7282,0.6059,0.3232,0.462,0.4379,0.7644,-0.7618,
20769,PGEN,Operating Margin,-0.9726,-0.846,-0.6556,-0.597,-3.1488,-1.9114,-0.8304,-0.7584,-2.7725,-14.2848,
20770,PGEN,Net Profit Margin,-1.1375,-0.4867,-0.9774,-0.5066,-3.172,-2.29,-1.0058,-0.9316,-2.9647,-15.4063,
20771,PGEN,Interest Coverage Ratio,-89.4099,-103.795,-116.8339,-174.7054,-56.4484,-8.9018,-3.8392,-3.7391,-9.952,-175.7585,
20772,PGEN,Income Before Tax Profit Margin,-1.1917,-0.501,-1.0169,-0.5615,-3.3395,-2.3003,-1.0066,-0.9331,-2.9717,-15.4798,
20773,PGEN,Effective Tax Rate,0.0012,-0.0117,0.02,0.0222,0.0401,0.0045,0.0008,0.0017,0.0024,0.0048,
20774,PGEN,Return on Assets,,-0.1084,-0.1933,-0.1303,-0.6517,-0.3546,-0.2694,-0.2869,-0.2771,-0.5226,
20775,PGEN,Return on Equity,,-0.1517,-0.2929,-0.2097,-1.1009,-0.9225,-1.4944,-1.1089,-0.683,-0.7837,
20776,PGEN,Return on Invested Capital,,-0.1488,-0.2889,-0.2066,-0.8891,-0.4563,-0.3647,-0.3512,-0.3329,-0.6325,
20777,PGEN,Return on Capital Employed,-0.1537,-0.0908,-0.2219,-0.1556,-0.7979,-0.5739,-0.3136,-0.2399,-0.533,-0.7488,
20778,PGEN,Return on Tangible Assets,,-0.073,-0.1219,-0.0798,-0.3975,-0.1987,-0.1352,-0.1496,-0.1569,-0.3287,
20779,PGEN,Income Quality Ratio,0.2319,-0.4054,0.2942,0.8212,0.2414,0.4196,0.4517,0.6051,-2.297,0.6979,
20780,PGEN,Net Income per EBT,0.9987,1.0122,0.9796,0.976,0.9594,0.9955,0.9992,0.9983,0.9976,0.9952,
20781,PGEN,Free Cash Flow to Operating Cash Flow Ratio,1.3208,0.6426,1.5651,1.4481,1.3347,1.2787,1.0977,1.1299,1.0757,1.0229,
20782,PGEN,EBT to EBIT Ratio,1.0082,1.0151,1.0045,1.0051,1.0163,1.0925,1.2153,1.2421,1.0926,1.0049,
20783,PGEN,EBIT to Revenue,-1.1297,-0.4737,-0.9932,-0.5164,-3.2529,-2.1056,-0.8282,-0.7512,-2.72,-15.4047,
20784,PGNY,Gross Margin,,,,0.1523,0.1844,0.1981,0.2032,0.224,0.2126,0.2194,
20785,PGNY,Operating Margin,,,,-0.2265,-0.0328,0.1213,0.0242,0.0646,0.0297,0.0571,
20786,PGNY,Net Profit Margin,,,,-0.2563,0.0063,-0.0373,0.1347,0.1314,0.0386,0.057,
20787,PGNY,Interest Coverage Ratio,,,,-inf,-inf,-60.334,84.7438,72.974,30.6413,inf,
20788,PGNY,Income Before Tax Profit Margin,,,,-0.2564,-0.0654,-0.0373,0.0252,0.0648,0.0311,0.0649,
20789,PGNY,Effective Tax Rate,,,,0.0002,0.2578,-0.0014,-4.353,-1.0277,-0.2421,0.1224,
20790,PGNY,Return on Assets,,,,,0.0173,-0.0894,0.2298,0.2149,0.0674,0.0955,
20791,PGNY,Return on Equity,,,,,0.0606,-0.1367,0.3304,0.3141,0.0966,0.1334,
20792,PGNY,Return on Invested Capital,,,,,0.0485,-0.1364,0.3209,0.3027,0.0943,0.1296,
20793,PGNY,Return on Capital Employed,,,,-0.7245,-0.1003,-0.0792,0.05,0.1269,0.0659,0.1239,
20794,PGNY,Return on Tangible Assets,,,,,0.0094,-0.0648,0.175,0.163,0.0517,0.0743,
20795,PGNY,Income Quality Ratio,,,,0.7608,3.4372,0.179,0.7792,0.3959,2.6482,3.0436,
20796,PGNY,Net Income per EBT,,,,0.9998,-0.5923,1.0014,5.353,2.0277,1.2421,0.8776,
20797,PGNY,Free Cash Flow to Operating Cash Flow Ratio,,,,1.0646,0.7452,2.927,0.9714,0.9182,0.9597,0.9807,
20798,PGNY,EBT to EBIT Ratio,,,,1.0,1.0,0.9451,0.9862,0.986,0.9678,1.0,
20799,PGNY,EBIT to Revenue,,,,-0.2564,-0.0106,-0.0394,0.0255,0.0657,0.0321,0.0649,
20800,PGRE,Gross Margin,0.9614,0.6305,0.6341,0.6298,0.6389,0.6427,0.6254,0.6348,0.6253,0.2668,
20801,PGRE,Operating Margin,0.7897,0.1066,0.158,0.1713,0.1603,0.2067,0.1694,0.2045,0.1643,0.1834,
20802,PGRE,Net Profit Margin,0.7738,-0.0067,-0.0145,0.1201,0.0121,-0.0385,-0.0198,0.0028,-0.0381,-0.3498,
20803,PGRE,Interest Coverage Ratio,-11.4796,2.1693,4.2634,5.4095,5.2182,5.3465,5.3733,4.9692,4.8036,4.8551,
20804,PGRE,Income Before Tax Profit Margin,0.7475,0.0358,0.0056,0.1563,0.0292,-0.0381,-0.0177,0.0078,-0.0337,-0.498,
20805,PGRE,Effective Tax Rate,-0.0351,0.1082,0.4632,0.0461,0.1418,-0.0107,-0.1182,0.6389,-0.131,-0.0039,
20806,PGRE,Return on Assets,,-0.0005,-0.0011,0.0097,0.001,-0.0034,-0.0016,0.0002,-0.0033,-0.0316,
20807,PGRE,Return on Equity,,-0.0008,-0.0019,0.0174,0.0018,-0.0062,-0.0031,0.0005,-0.0064,-0.0617,
20808,PGRE,Return on Invested Capital,,0.0097,0.0108,0.022,0.0134,0.0087,0.01,0.0084,0.0054,-0.0257,
20809,PGRE,Return on Capital Employed,0.0319,0.0193,0.0168,0.0256,0.0173,0.0126,0.0145,0.0177,0.0143,-0.0134,
20810,PGRE,Return on Tangible Assets,,-0.0003,-0.0008,0.0065,0.0007,-0.0023,-0.0011,0.0002,-0.0022,-0.0211,
20811,PGRE,Income Quality Ratio,-2.0943,-0.8026,70.1015,1.7738,8.2411,-9.6423,-12.3605,118.6527,-8.7469,-1.0695,
20812,PGRE,Net Income per EBT,1.0351,2.3848,1.219,0.9435,0.7445,1.0107,1.1182,0.3611,1.131,1.0055,
20813,PGRE,Free Cash Flow to Operating Cash Flow Ratio,1.0,7.3562,-3.4973,2.5356,2.2606,1.1487,0.9989,0.5416,0.4899,0.6382,
20814,PGRE,EBT to EBIT Ratio,1.1049,-0.0111,-0.0571,0.4085,0.0825,-0.271,-0.1033,0.0386,-0.2096,2.4518,
20815,PGRE,EBIT to Revenue,0.6765,0.2514,0.209,0.3117,0.1962,0.1405,0.1712,0.2032,0.1606,-0.1419,
20816,PGY,Gross Margin,,,,,,0.2261,0.465,0.4789,0.3419,0.3414,
20817,PGY,Operating Margin,,,,,,-0.108,0.1494,-0.0774,-0.4596,-0.0823,
20818,PGY,Net Profit Margin,,,,,,-0.2315,0.2172,-0.1559,-0.4271,-0.1662,
20819,PGY,Interest Coverage Ratio,,,,,,-inf,inf,-inf,-5.3451,-inf,
20820,PGY,Income Before Tax Profit Margin,,,,,,-0.1115,0.2311,-0.1383,-0.4032,-0.2344,
20821,PGY,Effective Tax Rate,,,,,,-0.0427,0.0602,-0.1277,-0.0593,-0.0859,
20822,PGY,Return on Assets,,,,,,,0.1516,-0.175,-0.3581,-0.114,
20823,PGY,Return on Equity,,,,,,,0.2745,-0.5237,-0.6211,-0.1795,
20824,PGY,Return on Invested Capital,,,,,,,0.2699,-0.4546,-0.4908,-0.1206,
20825,PGY,Return on Capital Employed,,,,,,-0.1438,0.106,-0.1098,-0.2384,-0.0996,
20826,PGY,Return on Tangible Assets,,,,,,,0.1047,-0.1051,-0.2515,-0.0834,
20827,PGY,Income Quality Ratio,,,,,,1.4139,0.2137,-0.7165,0.1366,-0.1035,
20828,PGY,Net Income per EBT,,,,,,1.021,0.9398,1.1277,1.0593,1.138,
20829,PGY,Free Cash Flow to Operating Cash Flow Ratio,,,,,,1.0838,0.7423,0.867,1.5602,-0.5192,
20830,PGY,EBT to EBIT Ratio,,,,,,1.0,1.0,1.0,1.2642,1.0,
20831,PGY,EBIT to Revenue,,,,,,-0.2268,0.2311,-0.1383,-0.319,-0.146,
20832,PHAT,Gross Margin,,,,,,-inf,-inf,-inf,-inf,0.7551,
20833,PHAT,Operating Margin,,,,,-inf,-inf,-inf,-inf,-inf,-245.3255,
20834,PHAT,Net Profit Margin,,,,,-inf,-inf,-inf,-inf,-inf,-295.5894,
20835,PHAT,Interest Coverage Ratio,,,,,0.0,-25.4266,-27.3663,-19.8231,-6.2926,-3.973,
20836,PHAT,Income Before Tax Profit Margin,,,,,-inf,-inf,-inf,-inf,-inf,-295.5894,
20837,PHAT,Effective Tax Rate,,,,,-0.0101,0.1779,-0.0329,-0.0293,-0.1279,-0.2073,
20838,PHAT,Return on Assets,,,,,,-1.6254,-0.4828,-0.6113,-1.2591,-0.6968,
20839,PHAT,Return on Equity,,,,,,-1.8507,-0.6315,-1.1117,167.7998,2.7321,
20840,PHAT,Return on Invested Capital,,,,,,-1.6634,-0.5389,-0.7281,-2.4011,-4.5544,
20841,PHAT,Return on Capital Employed,,,,,0.9813,-0.9902,-0.5196,-0.804,-1.2298,-0.3142,
20842,PHAT,Return on Tangible Assets,,,,,,-1.4491,-0.3908,-0.4215,-0.6272,-0.309,
20843,PHAT,Income Quality Ratio,,,,,0.7943,0.1431,0.5399,1.0329,0.7411,0.6825,
20844,PHAT,Net Income per EBT,,,,,1.0102,0.8221,1.0329,1.0293,1.1279,1.2614,
20845,PHAT,Free Cash Flow to Operating Cash Flow Ratio,,,,,1.0,1.6916,1.0149,1.0022,1.0071,1.0119,
20846,PHAT,EBT to EBIT Ratio,,,,,1.0103,1.0166,1.0368,1.0495,1.1602,1.3561,
20847,PHAT,EBIT to Revenue,,,,,-inf,-inf,-inf,-inf,-inf,-172.7918,
20848,PHIN,Gross Margin,,,,,,,0.1692,0.2095,0.2107,0.1977,
20849,PHIN,Operating Margin,,,,,,,-0.0899,0.0539,0.0833,0.1074,
20850,PHIN,Net Profit Margin,,,,,,,-0.1199,0.0471,0.0543,0.0291,
20851,PHIN,Interest Coverage Ratio,,,,,,,-1.8235,9.6923,6.3472,9.7679,
20852,PHIN,Income Before Tax Profit Margin,,,,,,,-0.1015,0.0576,0.0749,0.0589,
20853,PHIN,Effective Tax Rate,,,,,,,-0.181,0.1774,0.2752,0.5049,
20854,PHIN,Return on Assets,,,,,,,,0.0727,0.0453,0.0251,
20855,PHIN,Return on Equity,,,,,,,,0.1776,0.1115,0.0578,
20856,PHIN,Return on Invested Capital,,,,,,,,0.1678,0.1048,0.0555,
20857,PHIN,Return on Capital Employed,,,,,,,-inf,0.0745,0.1136,0.0906,
20858,PHIN,Return on Tangible Assets,,,,,,,,0.0427,0.0266,0.0151,
20859,PHIN,Income Quality Ratio,,,,,,,0.7823,0.9608,1.1565,2.451,
20860,PHIN,Net Income per EBT,,,,,,,1.181,0.8216,0.7248,0.4951,
20861,PHIN,Free Cash Flow to Operating Cash Flow Ratio,,,,,,,1.5567,0.0068,0.6469,0.4,
20862,PHIN,EBT to EBIT Ratio,,,,,,,1.1932,0.8259,0.7818,0.7863,
20863,PHIN,EBIT to Revenue,,,,,,,-0.0851,0.0694,0.0958,0.0749,
20864,PHR,Gross Margin,,,,,0.6271,0.6296,0.6416,0.6477,0.6183,0.611,0.5662
20865,PHR,Operating Margin,,,,,-0.1823,-0.095,-0.0961,-0.1727,-0.5478,-0.6285,-0.3743
20866,PHR,Net Profit Margin,,,,,-0.2279,-0.1508,-0.1626,-0.1836,-0.5541,-0.6271,-0.3842
20867,PHR,Interest Coverage Ratio,,,,,-0.9673,1.0672,-1.5992,4.9193,-79.3637,-104.7371,-55.4639
20868,PHR,Income Before Tax Profit Margin,,,,,-0.2279,-0.1508,-0.1769,-0.1832,-0.5533,-0.6253,-0.3799
20869,PHR,Effective Tax Rate,,,,,-0.2331,0.137,0.0806,-0.0018,-0.0015,-0.0027,-0.0114
20870,PHR,Return on Assets,,,,,,-0.2588,-0.1862,-0.1124,-0.2878,-0.4075,-0.3694
20871,PHR,Return on Equity,,,,,,0.0796,0.372,-0.1495,-0.3472,-0.4996,-0.5077
20872,PHR,Return on Invested Capital,,,,,,0.0931,0.2016,-0.1353,-0.3325,-0.4825,-0.4885
20873,PHR,Return on Capital Employed,,,,,-0.3206,-0.4348,-0.1987,-0.1061,-0.2742,-0.5988,-0.5115
20874,PHR,Return on Tangible Assets,,,,,,-0.048,-0.0719,-0.0868,-0.2351,-0.32,-0.2565
20875,PHR,Income Quality Ratio,,,,,0.6125,0.1414,-0.0407,-0.1059,0.6323,0.5116,0.2365
20876,PHR,Net Income per EBT,,,,,1.304,0.8795,0.9194,1.0018,1.0015,1.0027,1.0114
20877,PHR,Free Cash Flow to Operating Cash Flow Ratio,,,,,2.0739,5.6167,-13.9153,-5.4273,1.4123,1.2907,1.7751
20878,PHR,EBT to EBIT Ratio,,,,,1.3533,1.2572,0.9003,0.9454,1.01,1.0081,1.0139
20879,PHR,EBIT to Revenue,,,,,-0.1291,-0.1364,-0.1965,-0.1938,-0.5478,-0.6203,-0.3747
20880,PI,Gross Margin,0.5276,0.5221,0.5295,0.5183,0.4752,0.4842,0.4689,0.52,0.5348,0.4942,
20881,PI,Operating Margin,0.0072,0.0204,-0.0043,-0.1358,-0.2843,-0.1417,-0.3388,-0.1867,-0.076,-0.1414,
20882,PI,Net Profit Margin,0.0047,0.0115,-0.0149,-0.1382,-0.2873,-0.1504,-0.3738,-0.2694,-0.0943,-0.141,
20883,PI,Interest Coverage Ratio,2.0222,2.9578,1.4581,-14.3932,-21.6215,-9.3935,-7.8638,-12.1278,-2.7497,-9.2278,
20884,PI,Income Before Tax Profit Margin,0.0062,0.0136,-0.0134,-0.139,-0.2892,-0.1491,-0.3731,-0.2686,-0.0935,-0.1421,
20885,PI,Effective Tax Rate,0.2443,0.1557,-0.1116,0.0056,0.0066,-0.0087,-0.0017,-0.003,-0.0076,0.0074,
20886,PI,Return on Assets,,0.0208,-0.0152,-0.1084,-0.2372,-0.1277,-0.2457,-0.196,-0.0731,-0.1223,
20887,PI,Return on Equity,,0.0779,-0.0244,-0.1426,-0.325,-0.206,-0.4431,-1.0457,-10.7646,-1.7443,
20888,PI,Return on Invested Capital,,0.0344,-0.0195,-0.1286,-0.2785,-0.143,-0.2723,-0.2154,-0.0806,-0.1358,
20889,PI,Return on Capital Employed,0.0657,0.0643,0.0009,-0.125,-0.2791,-0.1074,-0.2579,-0.1734,-0.0624,-0.1231,
20890,PI,Return on Tangible Assets,,0.012,-0.011,-0.0874,-0.1867,-0.0925,-0.17,-0.1081,-0.0367,-0.0627,
20891,PI,Income Quality Ratio,-2.8013,3.84,5.6766,2.0717,0.3343,-0.2048,0.325,-0.1261,-0.0264,1.1387,
20892,PI,Net Income per EBT,0.7557,0.8443,1.1116,0.9944,0.9934,1.0087,1.0017,1.003,1.0076,0.9926,
20893,PI,Free Cash Flow to Operating Cash Flow Ratio,2.2224,-1.1557,1.3717,1.1826,1.5406,0.4841,1.1821,-1.5104,-17.844,1.3816,
20894,PI,EBT to EBIT Ratio,0.3037,0.4688,-11.7578,1.055,1.0412,1.0854,1.1166,1.0525,1.2565,1.08,
20895,PI,EBIT to Revenue,0.0203,0.029,0.0011,-0.1318,-0.2777,-0.1374,-0.3341,-0.2552,-0.0745,-0.1315,
20896,PINE,Gross Margin,,,,0.8263,0.8618,0.4181,0.8797,0.8781,0.8798,0.8538,
20897,PINE,Operating Margin,,,,0.3666,0.3426,0.4311,0.1356,0.1822,0.2305,0.292,
20898,PINE,Net Profit Margin,,,,0.3327,0.3426,0.2654,-0.0249,0.2078,0.4465,0.0648,
20899,PINE,Interest Coverage Ratio,,,,29.7123,inf,380.911,13.3436,8.1383,4.7388,5.4766,
20900,PINE,Income Before Tax Profit Margin,,,,0.3327,0.3426,0.6995,0.0595,0.3804,0.7512,0.0726,
20901,PINE,Effective Tax Rate,,,,0.059,0.0571,0.3838,1.418,0.4537,0.4057,3.1295,
20902,PINE,Return on Assets,,,,,0.0318,0.0247,-0.0023,0.0163,0.0374,0.0051,
20903,PINE,Return on Equity,,,,,0.0324,0.025,-0.0031,0.0332,0.0771,0.0102,
20904,PINE,Return on Invested Capital,,,,,0.0319,0.0284,0.0319,0.0446,0.0626,0.0324,
20905,PINE,Return on Capital Employed,,,,0.0267,0.0337,0.0446,0.0101,0.0303,0.0766,0.0405,
20906,PINE,Return on Tangible Assets,,,,,0.0284,0.0218,-0.0016,0.01,0.023,0.0032,
20907,PINE,Income Quality Ratio,,,,1.8775,1.4012,2.3147,8.1972,1.5006,0.726,7.8518,
20908,PINE,Net Income per EBT,,,,0.9443,0.946,0.4971,-0.418,0.5463,0.5943,0.222,
20909,PINE,Free Cash Flow to Operating Cash Flow Ratio,,,,1.0,1.0,1.0,1.0,1.0,-6.6727,-2.2938,
20910,PINE,EBT to EBIT Ratio,,,,0.9123,1.0,0.9943,0.4391,0.7559,0.7807,0.5815,
20911,PINE,EBIT to Revenue,,,,0.3862,0.3622,0.5369,0.1356,0.5033,0.9622,0.502,
20912,PIPR,Gross Margin,0.3226,0.2927,0.2478,0.2349,0.253,0.8925,0.1865,0.2978,0.2241,0.8994,
20913,PIPR,Operating Margin,0.116,0.0879,0.2475,0.2316,0.1233,0.1707,0.0505,0.1976,0.123,0.103,
20914,PIPR,Net Profit Margin,0.0986,0.0783,-0.0297,-0.0715,0.0759,0.1399,0.0343,0.1413,0.0806,0.0627,
20915,PIPR,Interest Coverage Ratio,3.3341,2.8268,38.6169,50.4116,46.8671,72.2562,84.5894,183.9021,152.4557,134.4696,
20916,PIPR,Income Before Tax Profit Margin,0.1722,0.1299,-0.0417,-0.0338,0.0997,0.149,0.058,0.2239,0.0978,0.0899,
20917,PIPR,Effective Tax Rate,0.3262,0.3233,0.5548,-1.0309,0.2544,0.2066,0.28,0.2517,0.247,0.1926,
20918,PIPR,Return on Assets,,0.0219,-0.0103,-0.0298,0.0338,0.0751,0.0223,0.1221,0.0466,0.0393,
20919,PIPR,Return on Equity,,0.0578,-0.0266,-0.0795,0.0775,0.1454,0.0468,0.2587,0.0892,0.067,
20920,PIPR,Return on Invested Capital,,0.0356,-0.0153,-0.0335,0.1076,0.1576,0.0595,0.2839,0.1489,0.1167,
20921,PIPR,Return on Capital Employed,0.0939,0.0736,-0.0122,-0.0103,0.1273,0.0942,0.0375,0.1569,0.077,0.0582,
20922,PIPR,Return on Tangible Assets,,0.0134,-0.0063,-0.0182,0.0215,0.0503,0.0142,0.0769,0.0305,0.0267,
20923,PIPR,Income Quality Ratio,-0.6736,6.4896,-3.5488,-3.8978,9.1322,0.5737,15.7988,2.1403,-2.2228,3.4435,
20924,PIPR,Net Income per EBT,0.6371,0.6508,0.5617,1.9533,0.7497,0.8197,0.6785,0.7148,0.7693,0.7836,
20925,PIPR,Free Cash Flow to Operating Cash Flow Ratio,1.1475,0.9844,0.7742,0.9651,0.9689,0.9039,0.9775,0.9709,1.1361,0.9659,
20926,PIPR,EBT to EBIT Ratio,0.7982,0.7737,2.3606,2.7714,0.8213,0.9207,0.8052,0.9732,0.9382,0.9149,
20927,PIPR,EBIT to Revenue,0.194,0.1555,-0.0224,-0.0132,0.1233,0.1854,0.0628,0.2031,0.1116,0.0874,
20928,PJT,Gross Margin,0.2084,0.2235,0.2371,0.2158,0.2685,0.3003,0.3506,0.3548,0.3475,0.3016,
20929,PJT,Operating Margin,0.0666,0.0041,0.0787,0.0582,0.1071,0.1513,0.2609,0.2491,0.2305,0.1541,
20930,PJT,Net Profit Margin,-0.0288,0.0137,-0.0061,-0.0652,0.0468,0.0889,0.2019,0.1915,0.1607,0.0709,
20931,PJT,Interest Coverage Ratio,inf,inf,inf,inf,inf,inf,inf,inf,9.7185,inf,
20932,PJT,Income Before Tax Profit Margin,0.0188,-0.0146,0.029,0.0201,0.0715,0.1145,0.2356,0.2212,0.1965,0.154,
20933,PJT,Effective Tax Rate,2.3194,-0.0403,0.6477,3.8174,-0.0252,0.2239,0.1433,0.1344,0.1822,0.1798,
20934,PJT,Return on Assets,,0.0137,-0.0057,-0.0566,0.0442,0.0785,0.2,0.1759,0.1617,0.0658,
20935,PJT,Return on Equity,,0.0165,-0.008,-0.0779,0.0597,0.1201,0.3366,0.2866,0.2359,0.1009,
20936,PJT,Return on Invested Capital,,0.28,0.0018,-0.0688,0.067,0.1055,0.2651,0.3238,0.2242,0.1018,
20937,PJT,Return on Capital Employed,0.0174,0.0133,0.0112,0.0109,0.0419,0.0914,0.2227,0.2395,0.3172,0.0832,
20938,PJT,Return on Tangible Assets,,0.0077,-0.0027,-0.0341,0.0337,0.0561,0.1389,0.1246,0.1211,0.0484,
20939,PJT,Income Quality Ratio,11.1151,-18.1527,22.8761,-3.9263,2.8888,3.3142,2.2106,0.6536,1.4731,3.0308,
20940,PJT,Net Income per EBT,-1.938,0.9589,-0.4772,-5.5877,1.04,0.7761,0.8567,0.8656,0.8178,0.7193,
20941,PJT,Free Cash Flow to Operating Cash Flow Ratio,1.0,0.6796,0.888,0.9905,0.9414,0.9583,0.9811,0.9479,0.9859,0.9911,
